id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.4 V:39							
157820	gbˤm	gbʿm  	gbˤ/m	gbʕ	n. m. pl. abs. nom.	hill	
157821	lḥmd	lḥmd  	lḥmd[	lḥmd	vb	?	DULAT lists lḥmd at this line but gives no gloss.
157822	ḫrṣ	ḫrṣ	ḫrṣ/	ḫrṣ	n. m. sg. abs. gen.	gold	
# KTU 1.4 V:40							
157823	yblnn	yblnn  	!y!(ybl[+nn	/y-b-l/	vb G prefc. 3 m. pl. + 3 m. sg. suff.	to carry	
157824	udr	udr  	udr/	ủdr	n. m. sg. cstr. acc.	nobility	
157825	ilqṣm	ilqṣm	ilqṣm/	ỉlqṣm	n. m. sg. abs. gen.	gem	
# KTU 1.4 V:41							
157826	ylak	y<l>ak    	!y!l(ʔ&ak[	/l-ʔ-k/	vb G prefc. 3 m. sg.	to send (a message)	'he sends to Kothar-and-Khasis'.
157827	l	l 	l(I)	l (I)	prep.	to	
157828	kṯr	kṯr 	kṯr(III)/	kṯr (III)	DN m. sg. abs. gen.	Koṯaru/Kothar	
157829	w	w 	w	w	conj.	and	
157830	ḫss	ḫss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 V:42							
157831	w	w 	w	w	conj.	and	
157832	ṯb	ṯb 	!!ṯb[	/ṯ-b/	vb G impv. m. sg.	to return, turn round, go back, make one’s way, go through	Broken; 'and reply...'.
157833	l	l 	l(I)	l (I)	prep.	to	
157834	mspr	mspr     	mspr/	mspr	n. m. sg. abs. gen.	recitation	l mspr 'to the recitation'.
157835	k	k 	k(III)	k (III)	subordinating / completive functor	when	
157836	tlakn	tlakn	!t!l(ʔ&ak[~n:pass	/l-ʔ-k/	vb Gpass prefc. 3 m. du.	to send (a message)	DULAT: 'when the messenger-boys were sent'; subject ġlmm (du.).
157836	tlakn	tlakn	!t!l(ʔ&ak[~n	/l-ʔ-k/	vb G prefc. 3 m. du.	to send (a message)	EUPT: G active, 'the two of them send'.
# KTU 1.4 V:43							
157837	ġlmm	ġlmm	ġlm/m	ġlm	n. m. du. abs. nom.	1) boy	ġlmm 'the two lads/messengers'.
# KTU 1.4 V:44							
157838	aḫr	aḫr  	aḫr	ảḫr	adv./conj.	3) after	
157839	mġy	mġy 	mġy[	/m-ġ-y/	vb G suffc. 3 m. sg.	to come	'after Kothar-and-Khasis arrives'.
157840	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
157841	w	w 	w	w	conj.	and	
157842	ḫss	ḫss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 V:45							
157843	št	št  	št[	/š-t/	vb G suffc. 3 m. sg.	to place, set, set up, leave	'he sets an ox before him'.
157844	alp	alp  	alp(I)/	ảlp (I)	n. m. sg. abs. acc.	1) (head of) cattle c) for slaughter ( ṭbḫ )	
157845	qdmh	qdmh  	qdm(II)+h	qdm (II)	prep. + 3 m. sg. suff.	in front of	
157846	mra	mra	mr(u&a(I)/	mrủ (I)	n. m. sg. abs. acc.	2) fatling	
# KTU 1.4 V:46							
157847	w	w 	w	w	conj.	and	
157848	tk	tk  	tk/	tk	n. m. sg. cstr. acc.	centre	
157848	tk	tk  	tk	tk	prep.	in the midst of	DULAT: tk n. 'centre', also used as prep. (EUPT: Präp.).
157849	pnh	pnh  	pn(m/+h	pnm	n. m. pl. tant. cstr. gen. + 3 m. sg. suff.	face	tk pnh 'right before him'.
157850	tˤdb	tʿdb  	!t!ˤdb[	/ʕ-d-b/	vb G prefc. 3 f. sg.	to leave	'a seat is prepared'.
157850	tˤdb	tʿdb  	!t!ˤdb[:pass	/ʕ-d-b/	vb Gpass prefc. 3 f. sg.	to leave	EUPT: Gp (passive), 'is prepared'.
157851	ksu	ksu	ks(u/&u	ks/śủ	n. m. sg. abs. nom.	seat, throne, chair	
# KTU 1.4 V:47							
157852	w	w 	w	w	conj.	and	
157853	yṯṯb	yṯṯb  	!y!](š&ṯ]ṯb[	/ṯ-b/	vb Š prefc. 3 m. sg.	to send (word)	'and he is seated at the right hand of Mightiest Baal'.
157853	yṯṯb	yṯṯb  	!y!](š&ṯ]ṯb[:pass	/ṯ-b/	vb Špass prefc. 3 m. sg.	to send (word)	EUPT: Šp (passive), 'is brought back'.
157854	l	l 	l(I)	l (I)	prep.	to	
157855	ymn	ymn  	ymn(I)/	ymn (I)	n. m. sg. cstr. gen.	1) right (side)	
157856	aliyn	aliyn	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
# KTU 1.4 V:48							
157857	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
157858	ˤd	ʿd  	ˤd(I)	ʕd (I)	conj.	up to, until; close to, around	ˤd lḥm šty ilm 'while the gods eat and drink'.
157859	lḥm	lḥm  	lḥm[:w	/l-ḥ-m/ (I)	vb G suffc. 3 m. pl.	to eat	
157860	šty	šty [ ]  	šty[:w	/š-t-y/	vb G suffc. 3 m. pl.	to drink	
157861	ilm	[ilm]	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
# KTU 1.4 V:49							
157862	w	[w ] 	w	w	conj.	and	
157863	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	'And Mightiest Baal answers'.
157864	aliyn	al[iyn  ]  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
157865	bˤl	[bʿl]	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 V:50							
157866	hl	[hl ] 	hl	hl	deictic adv. functor	behold	
157867	tbˤ	[t]bʿ    	!!tbˤ[	/t-b-ʕ/	vb G impv. m. sg.	to go, leave, depart	'Be off, Kothar-and-Khasis!'
157868	kṯr	k[ṯr ] 	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
157869	w	[w ] 	w	w	conj.	and	
157870	ḫss	[ḫss]	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 V:51							
157871	ḥš	ḥš  	!!ḥš(I)[/	/ḥ-š/ (I)	vb G inf. abs.	to hurry	ḥš bhtm tbnn 'quickly build the house'.
157871	ḥš	ḥš  	!!ḥš(I)[	/ḥ-š/ (I)	vb G impv. m. sg.	to hurry, make haste	EUPT: G-Imp.
157872	bhtm	bhtm  	bht(II)/m	bt (II)	n. m. pl. abs. acc.	house	
157873	tbnn	[t]b[nn]	!t!bn(y[~n	/b-n-y/	vb G prefc. 2 m. sg. + energic -n	to build	
# KTU 1.4 V:52							
157874	ḥš	ḥš  	!!ḥš(I)[/	/ḥ-š/ (I)	vb G inf. abs.	1) to hurry	
157874	ḥš	ḥš  	!!ḥš(I)[	/ḥ-š/ (I)	vb G impv. m. sg.	to hurry, make haste	EUPT: G-Imp.
157875	rmm	rmm  	!!rmm[:l	/r-m/	vb L impv. m. sg.	to erect, raise	
157876	hklm	hk[lm]	hkl/m	hkl	n. m. pl. abs. acc.	palace	ḥš (trmmn) hklm 'quickly raise the palace'.
# KTU 1.4 V:53							
157877	ḥš	ḥš  	!!ḥš(I)[/	/ḥ-š/ (I)	vb G inf. abs.	to hurry	
157877	ḥš	ḥš  	!!ḥš(I)[	/ḥ-š/ (I)	vb G impv. m. sg.	to hurry, make haste	EUPT: G-Imp.
157878	bhtm	bhtm  	bht(II)/m	bt (II)	n. m. pl. abs. acc.	2) palace	
157879	tbnn	tbn[n]  	!t!bn(y[~n	/b-n-y/	vb G prefc. 2 m. sg. + energic -n	to build	
# KTU 1.4 V:54							
157880	ḥš	ḥš  	!!ḥš(I)[/	/ḥ-š/ (I)	vb G inf. abs.	to hurry	
157880	ḥš	ḥš  	!!ḥš(I)[	/ḥ-š/ (I)	vb G impv. m. sg.	to hurry, make haste	EUPT: G-Imp.
157881	trmmn	trmmn  	!t!rmm[~n:l	/r-m/	vb L prefc. 2 m. sg. + energic -n	to erect	
157882	ht	ht[   ]   	ht	ht	adv.	here	
# KTU 1.4 V:55							
157883	b	b 	b	b	prep.	in	
157884	tk	tk  	tk/	tk	n. m. sg. cstr. gen.	1) in	
157884	tk	tk  	tk	tk	prep.	in the midst of	DULAT: tk n. 'centre', also used as prep. (EUPT: Präp.).
157885	ṣrrt	ṣrrt  	ṣrr(t/t	ṣrrt	n. f. sg. cstr. gen.	height(s)	
157886	ṣpn	ṣpn	ṣpn/	ṣpn	TN/DN sg. abs. gen.	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	b tk ṣrrt ṣpn 'in the midst of the heights of Zaphon'.
# KTU 1.4 V:56							
157887	alp	alp  	alp(I)/	ảlp (I)	n. m. sg. cstr. acc.	(head of) cattle	
157887	alp	alp  	alp(II)/	ảlp (II)	num. m. sg. cstr. acc.	(head of) cattle	EUPT: alp (II) 'a thousand' (context 'a thousand acres').
157888	šd	šd  	šd(II)/	šd (II)	n. m. sg. abs. gen.	1) a strip b) in lit. texts	alp šd 'a thousand tracts the house shall cover'.
157889	aḫd	aḫd 	(ʔ&aḫd[	/ʔ-ḫ-d(/ḏ)/	vb G suffc. 3 m. sg.	to collect, to take (back), grasp, seize, hold	
157890	bt	bt	bt(II)/	bt (II)	n. m. sg. cstr. nom.	2) palace	
# KTU 1.4 V:57							
157891	rbt	rbt  	rb(t(I)/t	rbt (I)	n. f. sg. cstr. gen.	Lady	
157891	rbt	rbt  	rb(b(t/t	rb(b)t	num. f. sg. cstr. gen.	Lady	EUPT: 'a myriad' (context 'a myriad hectares').
157892	kmn	kmn  	kmn(I)/	kmn (I)	n. m. sg. cstr. gen.	acre	rbt kmn hkl 'ten thousand acres the palace'.
157893	hkl	hkl	hkl/	hkl	n. m. sg. abs. nom.	palace	
# KTU 1.4 V:58							
157894	w	w 	w	w	conj.	and	
157895	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	'And Kothar-and-Khasis answers'.
157896	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
157897	w	w 	w	w	conj.	and	
157898	ḫss	ḫss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 V:59							
157899	šmˤ	šmʿ  	!!šmˤ[/	/š-m-ʕ/	vb G impv. m. sg.	to hear, listen (to), notice	'Hear, O Mightiest Baal!'
157900	l	l 	l(IV)	l (IV)	interj.	oh!	
157901	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
157902	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 V:60							
157903	bn	bn  	!!bn[	/b-n/	vb G impv. m. sg.	to understand	bn l rkb ˤrpt 'understand, O Rider of the Clouds'.
157904	l	l 	l(IV)	l (IV)	interj.	oh!	bn l rkb ˤrpt 'understand, O Rider of the Clouds!' (DULAT cites l (IV) at V:59).
157905	rkb	rkb  	rkb(I)/	rkb (I)	n. m. sg. cstr. nom.	Charioteer	
157906	ˤrpt	ʿrpt	ˤrp(t/t=	ʕrpt	n. f. pl. tant. abs. gen.	cloud(s)	
# KTU 1.4 V:61							
157907	bl	bl  	bl(I)	bl (I)	emph. functor	no	bl ašt urbt 'shall I not set a window?'
157908	ašt	ašt  	!(ʔ&a!št[	/š-t/	vb G prefc. 1 c. sg.	to place, set, set up, leave	Kothar; 1 c. sg.
157909	urbt	urbt  	urb(t/t	ủrbt	n. f. sg. abs. acc.	window	
157910	b	b 	b	b	prep.	in	
157911	bhtm	bh[tm]	bht(II)/m	bt (II)	n. m. pl. abs. gen.	2) palace	
# KTU 1.4 V:62							
157912	ḥln	ḥln  	ḥln/	ḥln	n. m. sg. abs. acc.	window	
157913	b	b 	b	b	prep.	in	
157914	qrb	qrb  	qrb/	qrb	n. m. sg. cstr. gen.	inside	
157915	hklm	hklm	hkl/m	hkl	n. m. pl. abs. gen.	palace	ḥln b qrb hklm 'an aperture within the palace'.
# KTU 1.4 V:63							
157916	w	w 	w	w	conj.	and	
157917	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	1) to answer	'And Mightiest Baal answers'.
157918	aliyn	aliyn 	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
157919	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 V:64							
157920	al	al  	al(I)	ảl (I)	neg. functor	no	
157921	tšt	tšt  	!t=!št[	/š-t/	vb G prefc. 2 m. sg.	to place, set, set up, leave	al tšt urbt 'Do not set a window!'
157922	urbt	urbt  	urb(t/t	ủrbt	n. f. sg. abs. acc.	1) skylight	
157923	b	b 	b	b	prep.	in	
157924	bhtm	b[htm]	bht(II)/m	bt (II)	n. m. pl. abs. gen.	house	
# KTU 1.4 V:65							
157925	ḥln	[ḥl]n    	ḥln/	ḥln	n. m. sg. abs. acc.	window	
157926	b	b 	b	b	prep.	in	
157927	qrb	qrb  	qrb/	qrb	n. m. sg. cstr. gen.	inside	
157928	hklm	hk[lm]	hkl/m	hkl	n. m. pl. abs. gen.	palace	
# KTU 1.4 VI:1							
157929	w	w 	w	w	conj.	and	
157930	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	'And Kothar-and-Khasis answers'.
157931	kṯr	kṯ[r  ]  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
157932	w	[w ] 	w	w	conj.	and	
157933	ḫss	[ḫ]ss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 VI:2							
157934	tṯb	tṯb  	!t=!ṯb[	/ṯ-b/	vb G prefc. 2 m. sg.	to return, turn round, go back, make one’s way, go through	tṯb bˤl l hwty 'you will return, Baal, to my word' (DULAT /ṯ-b/, // VI:15).
157935	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	'You will yet return, Baal, to my word'.
157936	l	l 	l(I)	l (I)	prep.	to, towards, up to	Split l + hwty 'to my word'. | Migrated from legacy reviewed tokenization.
157937	hwty	[hwty]	hw(t(I)/t+y	hwt (I)	n. f. sg. cstr. + 1 c. sg. suff.	word, statement	Split l + hwty 'to my word'. | Migrated from legacy reviewed tokenization.
# KTU 1.4 VI:3							
157938	ṯn	ṯn  	ṯn(y[	/ṯ-n-y/	vb G suffc. 3 m. sg.	to repeat, reiterate	DULAT: 'Kothar-and-Khasis repeated the expression' (narrative).
157939	rgm	rgm  	rgm/	rgm	n. m. sg. abs. acc.	1) word	
157940	kṯr	k[ṯr  ]  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
157941	w	w 	w	w	conj.	and	
157942	ḫss	ḫss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 VI:4							
157943	smˤ	smʿ  	!!(š&smˤ[	/š-m-ʕ/	vb G impv. m. sg.	to hear, listen (to), notice	Surface smˤ for šmˤ (s for š); 'Hear, O Mightiest Baal!'
157944	mˤ	mʿ  	mˤ(I)	mʕ (I)	postpositional emph. adv.	please!	mʕ (I), not mʕ (II).
157945	l	l 	l(IV)	l (IV)	interj.	oh!	
157946	aliyn	al[i]yn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
157947	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 VI:5							
157948	bl	bl  	bl(I)	bl (I)	emph. functor	no, not	bl ašt urbt 'I shall indeed set a window'.
157949	ašt	ašt  	!(ʔ&a!št[	/š-t/	vb G prefc. 1 c. sg.	to place	Kothar; 1 c. sg.
157950	urbt	ur[bt ]  	urb(t/t	ủrbt	n. f. sg. abs. acc.	window	
157951	b	b 	b	b	prep.	in	
157952	bhtm	bhtm	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	house	
# KTU 1.4 VI:6							
157953	ḥln	ḥln  	ḥln/	ḥln	n. m. sg. abs. acc.	window	
157954	b	b 	b	b	prep.	in	
157955	qrb	qrb[ ] 	qrb/	qrb	n. m. sg. cstr. gen.	inside	
157956	hklm	[hk]lm	hkl/m	hkl	n. m. pl. abs. gen.	palace	
# KTU 1.4 VI:7							
157957	w	w 	w	w	conj.	and	
157958	ˤn	ʿn  	ˤn(y[	/ʕ-n-y/ (I)	vb G suffc. 3 m. sg.	to answer, reply, say	'And Mightiest Baal answers'.
157959	aliyn	ali[yn  ]  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
157960	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 VI:8							
157961	al	al  	al(I)	ảl (I)	neg. functor	no	
157962	tšt	tšt  	!t=!št[	/š-t/	vb G prefc. 2 m. sg.	to place	Baal (still refusing): 'do not set a window'.
157963	urbt	u[rb]t    	urb(t/t	ủrbt	n. f. sg. abs. acc.	window	
157964	b	b 	b	b	prep.	in	
157965	bhtm	bhtm	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	house	
# KTU 1.4 VI:9							
157966	ḥln	ḥln  	ḥln/	ḥln	n. m. sg. abs. acc.	window	
157967	b	b 	b	b	prep.	in	
157968	qrb	q[rb  ]  	qrb/	qrb	n. m. sg. cstr. gen.	inside	
157969	hklm	[h]klm	hkl/m	hkl	n. m. pl. abs. gen.	palace	
# KTU 1.4 VI:10							
157970	al	al  	al(I)	ảl (I)	neg. functor	no	
157971	tdd	td[d  ]  	!t!(ndd[	/n-d-d/	vb G prefc. 3 f. sg.	to go, move	'lest Pidray daughter of Light slip away'.
157972	pdry	[pdr]y    	pdry/	pdry	DN f. sg. abs. nom.	Pidray	
157973	bt	bt 	b(t(I)/t	bt (I)	n. f. sg. cstr. nom.	daughter	
157974	ar	ar	ar/	ả/ỉr	n. m. sg. abs. gen.	light	bt ar 'daughter of Light'.
# KTU 1.4 VI:11							
157975	thṭxx	thṭ[xx  ]  	?	?	?	?	Broken: thṭ[…].
157976	ṭly	[ṭl]y    	ṭly/	ṭly	DN f. sg. abs. nom.	Tallay	
157977	bt	bt  	b(t(I)/t	bt (I)	n. f. sg. cstr. nom.	daughter	
157978	rb	rb	rb/	rb(b)	n. m. sg. abs. gen.	drizzle	ṭly bt rb 'Tallay, daughter of Drizzle'.
# KTU 1.4 VI:12							
157979	xxxxxxx	[xx]x[xxxx  ]  	?	?	?	?	
157980	mdd	[m]dd    	mdd(I)/	mdd (I)	n. m. sg. cstr. nom.	beloved	mdd il ym 'the Beloved of El, Yammu'.
157981	il	il 	il(I)/	ỉl (I)	DN m. sg. cstr. gen.	ʾIlu/Ilu/El	
157982	ym	ym	ym(II)/	ym (II)	DN m. sg. abs. gen.	day	mdd il ym (// II:34).
# KTU 1.4 VI:13							
157983	xxxxx	[xxxxx ]  	?	?	?	?	
157984	qlṣn	qlṣn  	!!qlṣ[/~n	/q-l-ṣ/	vb G inf. + encl. -n	to resist, stand up to, oppose	'(lest Yam) revile and spit'.
157985	wpṯm	wpṯm	!!wpṯ[/~m	/w-p-ṯ/	vb G inf. + encl. -m	to spit	
157985	wpṯm	wpṯm	!!wpṯ[/~m:d	/w-p-ṯ/	vb D inf. + encl. -m	to spit	EUPT: D-stem (unwritten gemination; both viable).
# KTU 1.4 VI:14							
157986	xxxxx	[xxxxx  ]  	?	?	?	?	
157987	w	w 	w	w	conj.	and	
157988	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	'And Kothar-and-Khasis answers'.
157989	kṯr	kṯr	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
# KTU 1.4 VI:15							
157990	w	[w ] 	w	w	conj.	and	
157991	ḫsstṯb	[ḫss .]tṯb    	?	?	?	?	'You will return, Baal, to my word'. | DULAT: NOT FOUND | Migrated from legacy reviewed tokenization.
157992	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
157993	l	l 	l(I)	l (I)	prep.	to	
157994	hwty	hwty	hw(t(I)/t+y	hwt (I)	n. f. sg. cstr. + 1 c. sg. suff.	word	l hwty 'to my word'.
# KTU 1.4 VI:16							
157995	ilm	i[lm]    	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	Building resumes (cf. V:51-54).
157996	bhth	bhth  	bht(II)/+h	bt (II)	n. m. pl. cstr. + 3 m. sg. suff.	house	
157997	tbnn	tbnn	!t!bn(y[~n	/b-n-y/	vb G prefc. 3 m. pl. + energic -n	to build	'(the gods) build his house'.
# KTU 1.4 VI:17							
157998	xxx	x[xx ]  	?	?	?	?	
157999	trmm	trmm  	!t!rmm[:l	/r-m/	vb L prefc. 3 m. pl.	to erect	
158000	hklh	hklh	hkl/+h	hkl	n. m. sg. cstr. + 3 m. sg. suff.	palace	
# KTU 1.4 VI:18							
158001	ytlk	y[tl]k    	!y!(h]t]lk[	/h-l-k/	vb Gt prefc. 3 m. sg.	to scour	'he ranges to Lebanon for its timber'.
158002	l	l 	l(I)	l (I)	prep.	to	
158003	lbnn	lbnn  	lbnn(I)/	lbnn (I)	TN gen.	Lebanon	
158004	w	w 	w	w	conj.	and	
158005	ˤṣh	ʿṣh	ˤṣ/+h	ʕṣ	n. m. sg. cstr. + 3 m. sg. suff.	1) tree	
# KTU 1.4 VI:19							
158006	l	l 	l(I)	l (I)	prep.	to, towards, up to	Split l + šryn 'to Sirion (Hermon)'. | Migrated from legacy reviewed tokenization.
158007	šryn	[š]ryn    	šryn/	šryn	TN	šryn	Split l + šryn 'to Sirion (Hermon)'. | Migrated from legacy reviewed tokenization.
158008	mḥmd	mḥmd  	mḥmd/	mḥmd	adj. m. sg. cstr. acc.	desired	
158009	arzh	arzh	arz(I)/+h	ảrz (I)	n. m. sg. cstr. + 3 m. sg. suff.	1) a conifer	mḥmd arzh 'the choicest of its cedars'.
# KTU 1.4 VI:20							
158010	hn	hn [ ]  	hn	hn	deictic functor	1) as a deictic functor	
158011	lbnn	[l]bnn    	lbnn(I)/	lbnn (I)	TN abs. nom.	Lebanon	
158012	w	w 	w	w	conj.	and	
158013	ˤṣh	ʿṣh	ˤṣ/+h	ʕṣ	n. m. sg. cstr. + 3 m. sg. suff.	tree	
# KTU 1.4 VI:21							
158014	šryn	šryn  	šryn/	šryn	TN abs. nom.	šryn	
158015	mḥmd	mḥmd  	mḥmd/	mḥmd	adj. m. sg. cstr. acc.	desired	
158016	arzh	arzh	arz(I)/+h	ảrz (I)	n. m. sg. cstr. + 3 m. sg. suff.	cedar	
# KTU 1.4 VI:22							
158017	tšt	tšt   	!t!št[	/š-t/	vb G prefc. 3 f. sg.	to place, set, set up, leave	DULAT: 'they lit a fire in the palace' (subject išt).
158018	išt	išt  	iš(t/t	ỉšt	n. f. sg. abs. nom.	1) fire	
158019	b	b 	b	b	prep.	in	
158020	bhtm	bhtm	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	2) palace	
# KTU 1.4 VI:23							
158021	nblat	nb[l]at    	nbl(ủ&a/t	nblủ	n. f. sg. abs. nom.	flame	b hklm nblat 'a flame in the palace'.
158022	b	b 	b	b	prep.	in	
158023	hklm	hklm	hkl/m	hkl	n. m. pl. abs. gen.	palace	
# KTU 1.4 VI:24							
158024	hn	hn  	hn	hn	deictic functor	1) as a deictic functor	
158025	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. acc.	1) day b) as a period in time	hn ym 'for a day (and a second the fire eats)'.
158026	w	w 	w	w	conj.	and	
158027	ṯn	ṯn  	ṯn(II)/	ṯn (II)	num. ord.	1) second	
158028	tikl	tikl	!t!(ʔ&ikl[	/ʔ-k-l/	vb G prefc. 3 f. sg.	to eat	Subject išt 'fire'.
# KTU 1.4 VI:25							
158029	išt	išt   	iš(t/t	ỉšt	n. f. sg. abs. nom.	1) fire	
158030	b	b 	b	b	prep.	1) spatial location a) place in which something occurs	
158031	bhtm	bhtm  	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	2) palace	
158032	nblat	nblat	nbl(ủ&a/t	nblủ	n. f. sg. abs. nom.	flame	
# KTU 1.4 VI:26							
158033	b	b 	b	b	prep.	in	
158034	hklm	hklm  	hkl/m	hkl	n. m. pl. abs. gen.	palace	
158035	ṯlṯ	ṯlṯ  	ṯlṯ(II)/	ṯlṯ (II)	num. ord.	third	
158036	kbˤ	kbʿ 	(r&kbˤ/	rbʕ	num. ord.	fourth	Surface kbˤ for rbˤ (k for r).
158037	ym	ym	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	'a third, a fourth day'.
# KTU 1.4 VI:27							
158038	tikl	tikl [ ]  	!t!(ʔ&ikl[	/ʔ-k-l/	vb G prefc. 3 f. sg.	to eat	
158039	išt	[i]št    	iš(t/t	ỉšt	n. f. sg. abs. nom.	fire	
158040	b	b 	b	b	prep.	in	
158041	bhtm	bhtm	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	house	
# KTU 1.4 VI:28							
158042	nblat	nblat   	nbl(ủ&a/t	nblủ	n. f. sg. abs. nom.	flame	
158043	b	b 	b	b	prep.	in	
158044	hklm	hklm	hkl/m	hkl	n. m. pl. abs. gen.	palace	
# KTU 1.4 VI:29							
158045	ḫmš	ḫmš  	ḫmš(I)/	ḫmš (I)	num.	five	
158046	ṯdṯ	ṯdṯ  	ṯdṯ/	ṯdṯ	num. ord.	sixth	ḫmš ṯdṯ ym 'a fifth, a sixth day'.
158047	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	
158048	tikl	tikl	!t!(ʔ&ikl[	/ʔ-k-l/	vb G prefc. 3 f. sg.	to eat	
# KTU 1.4 VI:30							
158049	išt	išt [ ]  	iš(t/t	ỉšt	n. f. sg. abs. nom.	fire	
158050	b	[b]  	b	b	prep.	in	
158051	bhtm	bhtm  	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	house	
158052	nblat	nblat	nbl(ủ&a/t	nblủ	n. f. sg. abs. nom.	flame	
# KTU 1.4 VI:31							
158053	b	b 	b	b	prep.	in	
158054	qrb	q[rb  ]  	qrb/	qrb	n. m. sg. cstr. gen.	inside	
158055	hklm	[h]klm    	hkl/m	hkl	n. m. pl. abs. gen.	palace	
158056	mk	mk	mk(II)	mk (II)	deictic functor	behold!	mk b šbˤ ymm 'lo, on the seventh day'.
# KTU 1.4 VI:32							
158057	b	b 	b	b	prep.	in	
158058	šbˤ	šbʿ   	šbˤ(II)/	šbʕ (II)	num.	seventh	
158059	ymm	y[mm]    	ym(I)/m	ym (I)	n. m. pl. abs. gen.	1) day a) as a date	
158060	td	td  	!t!(nd(d[	/n-d-d/	vb G prefc. 3 f. sg.	to go, move	'the fire went out in the palace' (DULAT cites td ỉšt b bhtm s.v. /n-d-d/).
158061	išt	išt	iš(t/t	ỉšt	n. f. sg. abs. nom.	1) fire	
# KTU 1.4 VI:33							
158062	b	b 	b	b	prep.	in	
158063	bhtm	bhtm  	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	house	
158064	nblat	nb[l]at    	nbl(ủ&a/t	nblủ	n. f. sg. abs. nom.	flame	
158065	b	b 	b	b	prep.	in	
158066	hklm	hklm	hkl/m	hkl	n. m. pl. abs. gen.	palace	
# KTU 1.4 VI:34							
